Date,Nifty_Open,Nifty_High,Nifty_Low,Nifty_Close,Nifty_Volume,India_VIX,CBOE_VIX,USD_NPR,Policy_Rate
2010-04-16,5273.39990234375,5283.0498046875,5237.5498046875,5262.60009765625,0.0,21.780000686645508,18.360000610351562,70.90880126953125,6.6438356164383565
2010-04-19,5279.0498046875,5279.0498046875,5160.89990234375,5203.64990234375,0.0,22.65999984741211,17.34000015258789,71.56480102539062,6.647945205479452
2010-04-20,5208.2998046875,5257.25,5208.2998046875,5230.10009765625,0.0,20.8700008392334,15.729999542236328,71.0239990234375,6.64931506849315
2010-04-21,5230.2998046875,5266.2998046875,5230.2998046875,5244.89990234375,0.0,19.229999542236328,16.31999969482422,71.04000244140626,6.6506849315068495
2010-04-22,5248.60009765625,5331.7998046875,5221.10009765625,5269.35009765625,0.0,20.530000686645508,16.469999313354492,71.10399780273438,6.652054794520548
2010-04-23,5269.64990234375,5311.0498046875,5269.64990234375,5304.10009765625,0.0,20.209999084472656,16.6200008392334,70.86400146484375,6.653424657534247
2010-04-26,5299.35009765625,5342.35009765625,5299.35009765625,5322.4501953125,0.0,19.790000915527344,17.469999313354492,70.8,6.657534246575342
2010-04-27,5322.10009765625,5330.5498046875,5301.39990234375,5308.35009765625,0.0,19.81999969482422,22.809999465942383,71.12000122070313,6.658904109589041
2010-04-28,5308.2001953125,5308.25,5202.4501953125,5215.4501953125,0.0,22.729999542236328,21.079999923706055,71.2,6.66027397260274
2010-04-29,5215.25,5264.75,5214.7998046875,5254.14990234375,0.0,21.190000534057617,18.440000534057617,71.12000122070313,6.661643835616438
2010-04-30,5254.2001953125,5294.7998046875,5254.2001953125,5278.0,0.0,20.350000381469727,22.049999237060547,70.8,6.663013698630137
2010-05-03,5278.39990234375,5278.7001953125,5210.0498046875,5222.75,0.0,22.139999389648438,20.190000534057617,71.04000244140626,6.667123287671233
2010-05-04,5223.89990234375,5250.14990234375,5134.85009765625,5148.5,0.0,23.299999237060547,23.84000015258789,71.27999877929688,6.668493150684932
2010-05-05,5148.35009765625,5148.35009765625,5056.5,5124.89990234375,0.0,23.690000534057617,24.90999984741211,71.75999755859375,6.66986301369863
2010-05-06,5124.39990234375,5124.89990234375,5037.75,5090.85009765625,0.0,24.360000610351562,32.79999923706055,72.73599853515626,6.671232876712328
2010-05-07,5072.2998046875,5085.64990234375,4984.60009765625,5018.0498046875,0.0,27.399999618530273,40.95000076293945,72.668798828125,6.6726027397260275
2010-05-10,5026.60009765625,5203.2998046875,5026.60009765625,5193.60009765625,0.0,24.139999389648438,28.84000015258789,71.62080078125,6.676712328767123
2010-05-11,5189.75,5206.7001953125,5126.5,5136.14990234375,0.0,25.809999465942383,28.31999969482422,71.98400268554688,6.678082191780822
2010-05-12,5133.75,5172.85009765625,5098.7998046875,5156.64990234375,0.0,25.81999969482422,25.520000457763672,71.92000122070313,6.67945205479452
2010-05-13,5157.5498046875,5212.7001953125,5147.9501953125,5178.89990234375,0.0,24.860000610351562,26.68000030517578,71.90399780273438,6.6808219178082195
2010-05-14,5180.5498046875,5192.75,5070.9501953125,5093.5,0.0,26.530000686645508,31.239999771118164,72.4,6.682191780821918
2010-05-17,5093.89990234375,5094.5498046875,4966.25,5059.89990234375,0.0,27.170000076293945,30.84000015258789,72.8447998046875,6.686301369863013
2010-05-18,5059.5498046875,5105.2001953125,5024.25,5066.2001953125,0.0,26.540000915527344,33.54999923706055,72.89600219726563,6.6876712328767125
2010-05-19,5065.10009765625,5065.10009765625,4908.14990234375,4919.64990234375,0.0,32.040000915527344,35.31999969482422,74.03679809570313,6.689041095890411
2010-05-20,4924.2998046875,4980.25,4924.2998046875,4947.60009765625,0.0,31.040000915527344,45.790000915527344,74.78400268554688,6.69041095890411
2010-05-21,4946.7001953125,4946.7001953125,4842.2998046875,4931.14990234375,0.0,32.2599983215332,40.099998474121094,75.068798828125,6.691780821917808
2010-05-24,4944.2998046875,5029.5498046875,4923.4501953125,4943.9501953125,0.0,31.299999237060547,38.31999969482422,74.89600219726563,6.695890410958904
2010-05-25,4945.2998046875,4946.60009765625,4786.4501953125,4806.75,0.0,34.52000045776367,34.61000061035156,75.96799926757812,6.697260273972603
2010-05-26,4807.2998046875,4925.4501953125,4807.2998046875,4917.39990234375,0.0,32.150001525878906,35.02000045776367,75.35999755859375,6.698630136986301
2010-05-27,4915.14990234375,5016.60009765625,4897.60009765625,5003.10009765625,0.0,29.010000228881836,29.68000030517578,74.752001953125,6.7
2010-05-28,5005.60009765625,5077.25,5005.60009765625,5066.5498046875,0.0,26.43000030517578,32.06999969482422,74.07999877929687,6.701369863013698
2010-05-31,5076.10009765625,5097.60009765625,5038.5498046875,5086.2998046875,0.0,26.43000030517578,,74.172802734375,6.705479452054795
2010-06-01,5086.25,5086.9501953125,4961.0498046875,4970.2001953125,0.0,29.079999923706055,35.540000915527344,75.33280029296876,6.706849315068493
2010-06-02,4970.75,5031.2001953125,4967.0498046875,5019.85009765625,0.0,27.760000228881836,30.170000076293945,74.87999877929688,6.708219178082191
2010-06-03,5020.14990234375,5125.7001953125,5020.14990234375,5110.5,0.0,25.290000915527344,29.459999084472656,74.4,6.7095890410958905
2010-06-04,5112.60009765625,5147.89990234375,5091.60009765625,5135.5,0.0,24.719999313354492,35.47999954223633,74.9760009765625,6.710958904109589
2010-06-07,5132.9501953125,5132.9501953125,5004.25,5034.0,0.0,27.989999771118164,36.56999969482422,74.86400146484375,6.715068493150685
2010-06-08,5036.7001953125,5071.35009765625,4967.2998046875,4987.10009765625,0.0,28.770000457763672,33.70000076293945,74.92800292968751,6.7164383561643834
2010-06-09,4985.0498046875,5050.60009765625,4980.10009765625,5000.2998046875,0.0,28.15999984741211,33.72999954223633,74.89600219726563,6.717808219178083
2010-06-10,4999.60009765625,5085.2001953125,4997.60009765625,5078.60009765625,0.0,26.5,30.56999969482422,74.8,6.719178082191781
2010-06-11,5078.75,5139.0498046875,5078.75,5119.35009765625,0.0,25.100000381469727,28.790000915527344,74.8,6.720547945205479
2010-06-14,5120.14990234375,5201.25,5120.14990234375,5197.7001953125,0.0,22.950000762939453,28.579999923706055,74.24000244140625,6.7246575342465755
2010-06-15,5201.2998046875,5231.4501953125,5171.0498046875,5222.35009765625,0.0,21.979999542236328,25.8700008392334,74.24000244140625,6.726027397260274
2010-06-16,5225.0498046875,5255.64990234375,5214.89990234375,5233.35009765625,0.0,22.670000076293945,25.920000076293945,74.25599975585938,6.727397260273973
2010-06-17,5233.64990234375,5285.5498046875,5206.5498046875,5274.85009765625,0.0,20.850000381469727,25.049999237060547,73.74400024414062,6.728767123287671
2010-06-18,5274.9501953125,5302.2998046875,5245.5,5262.60009765625,0.0,19.959999084472656,23.950000762939453,73.61599731445312,6.73013698630137
2010-06-21,5266.5,5366.75,5266.5,5353.2998046875,0.0,19.40999984741211,24.8799991607666,73.05599975585938,6.734246575342466
2010-06-22,5353.9501953125,5354.35009765625,5311.0498046875,5316.5498046875,0.0,20.639999389648438,27.049999237060547,73.63200073242187,6.735616438356164
2010-06-23,5316.14990234375,5333.2998046875,5288.14990234375,5323.14990234375,0.0,20.34000015258789,26.90999984741211,73.84000244140626,6.736986301369863
2010-06-24,5323.25,5348.2998046875,5284.5498046875,5320.60009765625,0.0,20.06999969482422,29.739999771118164,74.01599731445313,6.738356164383561
2010-06-25,5320.5,5320.5,5259.89990234375,5269.0498046875,0.0,20.0,28.530000686645508,73.84000244140626,6.739726027397261
2010-06-28,5271.10009765625,5339.4501953125,5270.75,5333.5,0.0,19.549999237060547,29.0,73.75999755859375,6.743835616438356
2010-06-29,5333.5498046875,5334.14990234375,5235.7998046875,5256.14990234375,0.0,20.639999389648438,34.130001068115234,74.25599975585938,6.745205479452054
2010-06-30,5254.25,5320.35009765625,5210.0,5312.5,0.0,20.06999969482422,34.540000915527344,74.24000244140625,6.7465753424657535
2010-07-01,5312.0498046875,5312.5498046875,5232.10009765625,5251.39990234375,0.0,21.440000534057617,32.86000061035156,74.25599975585938,6.747945205479452
2010-07-02,5251.25,5277.25,5225.60009765625,5237.10009765625,0.0,21.899999618530273,30.1200008392334,74.49600219726562,6.749315068493151
2010-07-05,5237.0,5252.75,5225.85009765625,5235.89990234375,0.0,21.989999771118164,,74.76480102539062,6.7534246575342465
2010-07-06,5236.10009765625,5297.4501953125,5231.5,5289.0498046875,0.0,20.899999618530273,29.649999618530273,74.55999755859375,6.754794520547946
2010-07-07,5293.10009765625,5296.75,5233.4501953125,5241.10009765625,0.0,22.110000610351562,26.84000015258789,75.12000122070313,6.756164383561644
2010-07-08,5242.0,5320.5,5242.0,5296.85009765625,0.0,21.1200008392334,25.709999084472656,74.64000244140625,6.757534246575342
2010-07-09,5297.2001953125,5359.0498046875,5297.2001953125,5352.4501953125,0.0,20.209999084472656,24.979999542236328,74.43200073242188,6.758904109589041
2010-07-12,5352.25,5402.7001953125,5351.60009765625,5383.0,0.0,19.90999984741211,24.43000030517578,74.65599975585938,6.763013698630137
2010-07-13,5370.2001953125,5406.2001953125,5357.85009765625,5400.64990234375,0.0,19.110000610351562,24.559999465942383,74.25599975585938,6.764383561643836
2010-07-14,5402.0,5453.4501953125,5371.7001953125,5386.14990234375,0.0,20.06999969482422,24.889999389648438,74.55999755859375,6.765753424657534
2010-07-15,5387.10009765625,5399.2001953125,5360.60009765625,5378.75,0.0,20.18000030517578,25.139999389648438,74.32000122070313,6.767123287671233
2010-07-16,5376.64990234375,5401.35009765625,5374.39990234375,5393.89990234375,0.0,19.700000762939453,26.25,74.72000122070312,6.7684931506849315
2010-07-19,5392.7001953125,5409.10009765625,5361.5,5386.4501953125,0.0,20.709999084472656,25.969999313354492,73.74400024414062,6.772602739726027
2010-07-20,5387.0,5416.4501953125,5353.60009765625,5368.0,0.0,20.3799991607666,23.93000030517578,75.60000000000001,6.773972602739726
2010-07-21,5368.85009765625,5409.10009765625,5368.85009765625,5399.35009765625,0.0,20.0,25.639999389648438,75.31199951171875,6.7753424657534245
2010-07-22,5399.14990234375,5447.14990234375,5372.2001953125,5441.9501953125,0.0,18.899999618530273,24.6299991607666,75.26400146484376,6.776712328767124
2010-07-23,5441.89990234375,5477.5,5435.14990234375,5449.10009765625,0.0,19.239999771118164,23.469999313354492,75.0239990234375,6.778082191780822
2010-07-26,5446.5498046875,5466.25,5409.2001953125,5418.60009765625,0.0,19.969999313354492,22.729999542236328,75.268798828125,6.782191780821917
2010-07-27,5420.2001953125,5450.9501953125,5407.2001953125,5430.60009765625,0.0,19.219999313354492,23.190000534057617,74.63679809570313,6.7835616438356166
2010-07-28,5436.10009765625,5447.85009765625,5386.25,5397.5498046875,0.0,19.520000457763672,24.25,74.70399780273438,6.784931506849315
2010-07-29,5397.85009765625,5415.85009765625,5381.5498046875,5408.89990234375,0.0,18.329999923706055,24.1299991607666,74.33599853515625,6.786301369863014
2010-07-30,5408.39990234375,5413.25,5349.2001953125,5367.60009765625,0.0,18.940000534057617,23.5,74.1760009765625,6.787671232876712
2010-08-02,5369.5498046875,5438.85009765625,5351.2998046875,5431.64990234375,0.0,17.989999771118164,22.010000228881836,73.74080200195313,6.791780821917809
2010-08-03,5432.5,5459.2001953125,5426.39990234375,5439.5498046875,0.0,17.549999237060547,22.6299991607666,73.80479736328125,6.793150684931507
2010-08-04,5441.35009765625,5481.89990234375,5428.39990234375,5467.85009765625,0.0,17.040000915527344,22.209999084472656,73.80479736328125,6.794520547945205
2010-08-05,5470.14990234375,5487.14990234375,5443.10009765625,5447.10009765625,0.0,17.709999084472656,22.100000381469727,73.60000000000001,6.795890410958904
2010-08-06,5448.25,5471.89990234375,5431.35009765625,5439.25,0.0,17.3700008392334,21.739999771118164,73.68959960937501,6.7972602739726025
2010-08-09,5439.7998046875,5492.2998046875,5433.25,5486.14990234375,0.0,17.0,22.139999389648438,73.53280029296876,6.801369863013699
2010-08-10,5486.7998046875,5491.4501953125,5445.35009765625,5460.7001953125,0.0,17.329999923706055,22.3700008392334,73.72479858398438,6.802739726027397
2010-08-11,5460.7001953125,5474.60009765625,5412.0,5420.60009765625,0.0,18.110000610351562,25.389999389648438,74.09600219726563,6.804109589041096
2010-08-12,5418.7001953125,5431.10009765625,5372.4501953125,5416.4501953125,0.0,18.0,25.729999542236328,74.54400024414063,6.8054794520547945
2010-08-13,5420.64990234375,5476.5,5415.5,5452.10009765625,0.0,16.739999771118164,26.239999771118164,74.73599853515626,6.806849315068493
2010-08-16,5452.10009765625,5465.25,5397.39990234375,5418.2998046875,0.0,18.110000610351562,26.100000381469727,74.60479736328125,6.810958904109589
2010-08-17,5422.14990234375,5443.5498046875,5408.7998046875,5414.14990234375,0.0,17.6299991607666,24.329999923706055,74.6927978515625,6.8123287671232875
2010-08-18,5416.25,5487.9501953125,5416.25,5479.14990234375,0.0,16.399999618530273,24.59000015258789,74.572802734375,6.813698630136987
2010-08-19,5478.25,5544.7001953125,5478.10009765625,5540.2001953125,0.0,16.530000686645508,26.440000534057617,74.46079711914062,6.815068493150685
2010-08-20,5540.7998046875,5546.60009765625,5513.35009765625,5530.64990234375,0.0,16.700000762939453,25.489999771118164,74.172802734375,6.816438356164383
2010-08-23,5531.14990234375,5549.7998046875,5519.39990234375,5543.5,0.0,17.139999389648438,25.65999984741211,74.572802734375,6.82054794520548
2010-08-24,5541.10009765625,5547.25,5488.4501953125,5505.10009765625,0.0,16.989999771118164,27.459999084472656,74.50079956054688,6.821917808219178
2010-08-25,5505.2998046875,5506.14990234375,5452.5498046875,5462.35009765625,0.0,18.920000076293945,26.700000762939453,74.97280273437501,6.823287671232877
2010-08-26,5462.10009765625,5486.5498046875,5454.7001953125,5477.89990234375,0.0,17.09000015258789,27.3700008392334,74.9968017578125,6.824657534246575
2010-08-27,5489.60009765625,5495.2001953125,5391.9501953125,5408.7001953125,0.0,19.6299991607666,24.450000762939453,74.86079711914063,6.826027397260274
2010-08-30,5408.89990234375,5469.0,5390.35009765625,5415.4501953125,0.0,18.360000610351562,27.209999084472656,74.88480224609376,6.83013698630137
2010-08-31,5413.5498046875,5413.89990234375,5348.89990234375,5402.39990234375,0.0,18.469999313354492,26.049999237060547,74.9968017578125,6.831506849315068
2010-09-01,5403.0498046875,5478.60009765625,5403.0498046875,5471.85009765625,0.0,16.700000762939453,23.889999389648438,75.2447998046875,6.832876712328767
2010-09-02,5471.89990234375,5513.9501953125,5471.85009765625,5486.14990234375,0.0,16.149999618530273,23.190000534057617,74.64000244140625,6.8342465753424655
2010-09-03,5486.2998046875,5510.39990234375,5473.64990234375,5479.39990234375,0.0,15.859999656677246,21.309999465942383,74.55999755859375,6.835616438356165
2010-09-06,5479.5498046875,5589.39990234375,5479.5498046875,5576.9501953125,0.0,15.220000267028809,,74.52479858398438,6.83972602739726
2010-09-07,5575.89990234375,5625.5,5571.64990234375,5604.0,0.0,15.829999923706055,23.799999237060547,74.42080078125001,6.8410958904109584
2010-09-08,5604.25,5625.2998046875,5567.75,5607.85009765625,0.0,15.970000267028809,23.25,74.65599975585938,6.842465753424658
2010-09-09,5608.2998046875,5647.4501953125,5608.10009765625,5640.0498046875,0.0,15.920000076293945,22.809999465942383,74.42880249023438,6.843835616438356
2010-09-10,,,,,,,21.989999771118164,74.08480224609376,6.845205479452055
2010-09-13,5639.2001953125,5770.60009765625,5639.2001953125,5760.0,0.0,18.139999389648438,21.209999084472656,74.05280151367188,6.8493150684931505
2010-09-14,5760.2998046875,5838.4501953125,5760.2998046875,5795.5498046875,0.0,18.600000381469727,21.559999465942383,73.96799926757812,6.85068493150685
2010-09-15,5795.25,5869.4501953125,5792.2001953125,5860.9501953125,0.0,19.43000030517578,22.100000381469727,73.82399902343751,6.852054794520548
2010-09-16,5861.10009765625,5901.64990234375,5815.7998046875,5828.7001953125,0.0,18.850000381469727,21.719999313354492,73.92000122070313,6.853424657534246
2010-09-17,5828.7001953125,5898.39990234375,5828.7001953125,5884.9501953125,0.0,19.489999771118164,22.010000228881836,73.75999755859375,6.854794520547945
2010-09-20,5885.0498046875,5989.5,5885.0498046875,5980.4501953125,0.0,21.950000762939453,21.5,73.40479736328125,6.858904109589041
2010-09-21,5980.5,6032.7998046875,5961.85009765625,6009.0498046875,0.0,22.6299991607666,22.350000381469727,72.99199829101563,6.86027397260274
2010-09-22,6008.39990234375,6037.39990234375,5946.4501953125,5991.0,0.0,24.290000915527344,22.510000228881836,72.92800292968751,6.861643835616438
2010-09-23,5991.0498046875,6006.7998046875,5932.39990234375,5959.5498046875,0.0,23.899999618530273,23.8700008392334,72.8927978515625,6.863013698630137
2010-09-24,5959.4501953125,6029.10009765625,5951.2001953125,6018.2998046875,0.0,21.709999084472656,21.709999084472656,72.72000122070312,6.864383561643836
2010-09-27,6018.2998046875,6073.5,6018.2998046875,6035.64990234375,0.0,22.360000610351562,22.540000915527344,72.38400268554688,6.868493150684931
2010-09-28,6036.0498046875,6049.7998046875,5991.2998046875,6029.5,0.0,21.209999084472656,22.600000381469727,71.88800048828125,6.86986301369863
2010-09-29,6029.14990234375,6071.5498046875,5979.64990234375,5991.2998046875,0.0,22.15999984741211,23.25,72.07999877929687,6.8712328767123285
2010-09-30,5991.35009765625,6048.4501953125,5963.60009765625,6029.9501953125,0.0,22.25,23.700000762939453,71.50399780273438,6.872602739726028
2010-10-01,6030.2998046875,6153.10009765625,6030.2998046875,6143.39990234375,0.0,21.43000030517578,22.5,71.30079956054688,6.873972602739726
2010-10-04,6144.7001953125,6222.10009765625,6144.7001953125,6159.4501953125,0.0,22.799999237060547,23.530000686645508,71.06079711914063,6.8780821917808215
