,intercept,slope
stvv_historical,0.02025456753485695,0.001809266342843973
emvv_adapted,0.01686448391808851,10.090390543097477
mivv_adapted_garch,0.012558358907454839,2.154753644275387
mivv_adapted_egarch,0.0032581907444324152,2.6036532011639566
