date_ad,index_value,absolute_change,percentage_change,calendar_gap_days,is_long_gap,log_return,log_return_pct,rv_30d_annualized_pct
2021-04-04,2657.61,25.71,0.98,3.0,False,0.009721203843001269,0.9721203843001269,24.708541066895833
2021-04-05,2658.75,1.13,0.04,1.0,False,0.00042886486899796266,0.04288648689979627,24.69107878692377
2021-04-06,2674.47,15.72,0.59,1.0,False,0.005895142344030425,0.5895142344030425,24.596395843606704
2021-04-07,2671.62,-2.85,-0.11,1.0,False,-0.001066199884396159,-0.1066199884396159,24.598748546795886
2021-04-08,2674.36,2.74,0.1,1.0,False,0.0010250693941710857,0.10250693941710858,24.29537838761061
2021-04-12,2691.56,17.2,0.64,4.0,False,0.006410851786294042,0.6410851786294043,24.19348098031505
2021-04-13,2714.79,23.23,0.86,1.0,False,0.00859365115567506,0.859365115567506,24.262789829501852
2021-04-15,2735.46,20.67,0.76,2.0,False,0.0075850095314570105,0.7585009531457011,23.63277231223494
2021-04-18,2699.51,-35.89,-1.31,3.0,False,-0.013229336800496198,-1.3229336800496199,21.861780691713275
2021-04-19,2661.94,-37.58,-1.39,1.0,False,-0.014015094784169489,-1.4015094784169488,22.012987262156848
2021-04-20,2664.62,2.68,0.1,1.0,False,0.0010062780579383386,0.10062780579383386,20.6024866982497
2021-04-21,2632.21,-32.41,-1.22,1.0,False,-0.012237660818532852,-1.2237660818532852,20.320774288753103
2021-04-22,2648.01,15.8,0.6,1.0,False,0.005984616988395119,0.598461698839512,17.62563289564485
2021-04-25,2572.22,-75.79,-2.86,3.0,False,-0.029039075237911594,-2.9039075237911596,19.563204744033634
2021-04-26,2506.62,-65.58,-2.55,1.0,False,-0.02583410716570162,-2.583410716570162,20.869961051575622
2021-04-27,2599.08,92.46,3.69,1.0,False,0.03622230415620482,3.6222304156204816,23.267688227431716
2021-04-28,2585.28,-13.79,-0.53,1.0,False,-0.005323716946061163,-0.5323716946061162,22.350125584684324
2021-04-29,2611.11,25.82,1.0,1.0,False,0.00994159897268176,0.9941598972681759,22.25029040523375
2021-05-02,2665.11,54.0,2.07,3.0,False,0.020469914281470443,2.0469914281470443,22.81041772261376
2021-05-03,2652.76,-12.35,-0.46,1.0,False,-0.004644725125920616,-0.46447251259206157,22.580882646925346
2021-05-04,2654.69,1.94,0.07,1.0,False,0.0007272796107623597,0.07272796107623597,22.15736399056581
2021-05-05,2649.6,-5.09,-0.19,1.0,False,-0.0019192018393972342,-0.1919201839397234,21.085783644160475
2021-05-06,2637.13,-12.47,-0.47,1.0,False,-0.0047174806075793154,-0.4717480607579315,20.913821565420136
2021-05-09,2618.57,-18.56,-0.7,3.0,False,-0.007062837358809568,-0.7062837358809568,21.021167027559528
2021-05-10,2645.85,27.41,1.05,1.0,False,0.010364007501044211,1.036400750104421,20.724371478597238
2021-05-11,2673.32,27.47,1.04,1.0,False,0.01032877092324479,1.032877092324479,20.703139992041127
2021-05-12,2673.88,0.56,0.02,1.0,False,0.00020945541668439334,0.020945541668439333,20.67755568017963
2021-05-13,2684.01,10.13,0.38,1.0,False,0.003781343801521095,0.3781343801521095,20.430681295214555
2021-05-16,2738.3,54.21,2.02,3.0,False,0.02002534500758853,2.002534500758853,20.669160127199415
2021-05-17,2759.22,20.71,0.76,1.0,False,0.007610741199545963,0.7610741199545963,20.722918807252334
2021-05-18,2793.9,34.68,1.26,1.0,False,0.012490438121541242,1.2490438121541243,20.832767794639835
2021-05-19,2780.81,-13.09,-0.47,1.0,False,-0.004696217043658027,-0.4696217043658027,20.912040689559287
2021-05-20,2787.19,6.37,0.23,1.0,False,0.0022916676696031636,0.22916676696031635,20.872213928960875
2021-05-23,2820.0,32.81,1.18,3.0,False,0.01170296511049216,1.170296511049216,21.069545205160022
2021-05-24,2823.07,3.07,0.11,1.0,False,0.0010880603298824274,0.10880603298824275,21.06935134412255
2021-05-25,2816.57,-6.5,-0.23,1.0,False,-0.002305112694487519,-0.2305112694487519,21.05517226774188
2021-05-27,2815.4,-1.2,-0.04,2.0,False,-0.000415485173689259,-0.0415485173689259,20.95357263017182
2021-05-30,2827.93,12.54,0.45,3.0,False,0.004440647841003143,0.4440647841003143,20.890203649017362
2021-05-31,2782.69,-45.25,-1.6,1.0,False,-0.016126909499068306,-1.6126909499068305,21.079039976797265
2021-06-01,2771.15,-11.68,-0.42,1.0,False,-0.004155689255628975,-0.41556892556289754,20.65776384696341
2021-06-02,2827.13,55.76,2.01,1.0,False,0.019999666299396614,1.9999666299396615,21.352838750256947
2021-06-03,2856.68,29.55,1.05,1.0,False,0.010398048577829751,1.039804857782975,21.04942073147768
2021-06-06,2906.89,50.13,1.75,3.0,False,0.01742366978825678,1.742366978825678,21.460292793383466
2021-06-07,2906.7,-0.21,-0.01,1.0,False,-6.536408658599717e-05,-0.006536408658599717,19.214052783502662
2021-06-08,2960.14,53.44,1.84,1.0,False,0.01821814743785334,1.821814743785334,17.412842599764616
2021-06-09,2946.58,-13.56,-0.46,1.0,False,-0.0045913887305822935,-0.45913887305822937,15.017351638321077
2021-06-10,2944.78,-1.8,-0.06,1.0,False,-0.0006110643572993782,-0.06110643572993782,14.818914444626255
2021-06-13,2983.11,38.32,1.3,3.0,False,0.012932269054381508,1.2932269054381507,14.94198782770379
2021-06-14,3025.83,42.72,1.43,1.0,False,0.014219053531456544,1.4219053531456545,14.461349363733135
2021-06-15,3022.11,-3.72,-0.12,1.0,False,-0.0012301710893723482,-0.12301710893723482,14.31232724302002
2021-06-16,2969.7,-52.41,-1.73,1.0,False,-0.017494325311634005,-1.7494325311634005,15.62658053030826
2021-06-17,2968.43,-1.29,-0.04,1.0,False,-0.00042774409430703405,-0.0427744094307034,15.585588124801616
2021-06-20,2905.15,-63.28,-2.13,3.0,False,-0.021548169434723107,-2.154816943472311,17.075799338666585
2021-06-21,2834.41,-71.06,-2.45,1.0,False,-0.02465122143625773,-2.465122143625773,18.682080604538225
2021-06-22,2913.85,79.44,2.8,1.0,False,0.027641428166784422,2.7641428166784423,19.932065137964646
2021-06-23,2862.19,-51.65,-1.77,1.0,False,-0.017888164740641692,-1.7888164740641692,20.719259783221627
